"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Readmission_Score","Lower","Higher"
31309,"SAGE MEMORIAL HOSPITAL","GANADO","AZ",86505,"APACHE","READM_30_AMI",NA,NA,"Not Available","Not Available"
31311,"LITTLE COLORADO MEDICAL CENTER","WINSLOW","AZ",86047,"NAVAJO","READM_30_AMI",NA,NA,"Not Available","Not Available"
31312,"COPPER QUEEN COMMUNITY HOSPITAL","BISBEE","AZ",85603,"COCHISE","READM_30_AMI",NA,NA,"Not Available","Not Available"
31313,"HOLY CROSS HOSPITAL","NOGALES","AZ",85621,"SANTA CRUZ","READM_30_AMI",NA,NA,"Not Available","Not Available"
31314,"COBRE VALLEY REGIONAL MEDICAL CENTER","GLOBE","AZ",85501,"GILA","READM_30_AMI",NA,NA,"Not Available","Not Available"
31315,"WHITE MOUNTAIN REGIONAL MEDICAL CENTER","SPRINGERVILLE","AZ",85938,"APACHE","READM_30_AMI",NA,NA,"Not Available","Not Available"
31317,"LA PAZ REGIONAL HOSPITAL","PARKER","AZ",85344,"LA PAZ","READM_30_AMI","No Different than the National Rate",16.4,"13.3","20.1"
33301,"LOS NINOS HOSPITAL, INC.","PHOENIX","AZ",85016,"MARICOPA","READM_30_AMI",NA,NA,"Not Available","Not Available"
33302,"PHOENIX CHILDREN'S HOSPITAL","PHOENIX","AZ",85016,"MARICOPA","READM_30_AMI",NA,NA,"Not Available","Not Available"
33303,"HACIENDA CHILDREN'S HOSPITAL, INC.","MESA","AZ",85210,"MARICOPA","READM_30_AMI",NA,NA,"Not Available","Not Available"
40001,"SILOAM SPRINGS REGIONAL HOSPITAL","SILOAM SPRINGS","AR",72761,"BENTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
40002,"JOHNSON REGIONAL MEDICAL CENTER","CLARKSVILLE","AR",72830,"JOHNSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
40004,"WASHINGTON REGIONAL MEDICAL CENTER","FAYETTEVILLE","AR",72703,"WASHINGTON","READM_30_AMI","No Different than the National Rate",16.8,"14.3","19.8"
40007,"CHI-ST VINCENT INFIRMARY","LITTLE ROCK","AR",72205,"PULASKI","READM_30_AMI","No Different than the National Rate",16.4,"13.6","19.5"
40010,"MERCY HOSPITAL NORTHWEST ARKANSAS","ROGERS","AR",72758,"BENTON","READM_30_AMI","No Different than the National Rate",16.8,"14.3","19.8"
40011,"CHAMBERS MEMORIAL HOSPITAL","DANVILLE","AR",72833,"YELL","READM_30_AMI",NA,NA,"Not Available","Not Available"
40014,"WHITE COUNTY MEDICAL CENTER","SEARCY","AR",72143,"WHITE","READM_30_AMI","No Different than the National Rate",17.3,"14.3","20.6"
40015,"MENA REGIONAL HEALTH SYSTEM","MENA","AR",71953,"POLK","READM_30_AMI",NA,NA,"Not Available","Not Available"
40016,"UAMS MEDICAL CENTER","LITTLE ROCK","AR",72205,"PULASKI","READM_30_AMI","No Different than the National Rate",18.4,"15.3","22.0"
40017,"NORTH ARKANSAS REGIONAL MEDICAL CENTER","HARRISON","AR",72601,"BOONE","READM_30_AMI","No Different than the National Rate",16.3,"13.2","20.0"
40018,"SPARKS MEDICAL CENTER - VAN BUREN","VAN BUREN","AR",72956,"CRAWFORD","READM_30_AMI",NA,NA,"Not Available","Not Available"
40019,"FORREST CITY MEDICAL CENTER","FORREST CITY","AR",72335,"SAINT FRANCIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
40020,"ST BERNARDS MEDICAL CENTER","JONESBORO","AR",72401,"CRAIGHEAD","READM_30_AMI","No Different than the National Rate",18.8,"15.9","21.9"
40022,"NORTHWEST MEDICAL CENTER-SPRINGDALE","SPRINGDALE","AR",72764,"WASHINGTON","READM_30_AMI","Worse than the National Rate",19.7,"17.1","22.7"
40026,"CHI ST. VINCENT HOSPITAL HOT SPRINGS","HOT SPRINGS","AR",71903,"GARLAND","READM_30_AMI","No Different than the National Rate",16.4,"13.7","19.6"
40027,"BAXTER REGIONAL MEDICAL CENTER","MOUNTAIN HOME","AR",72653,"BAXTER","READM_30_AMI","No Different than the National Rate",17.4,"14.6","20.2"
40029,"CONWAY REGIONAL MEDICAL CENTER","CONWAY","AR",72034,"FAULKNER","READM_30_AMI","No Different than the National Rate",15.6,"12.8","18.6"
40036,"BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","NORTH LITTLE ROCK","AR",72117,"PULASKI","READM_30_AMI","No Different than the National Rate",17.3,"14.5","20.3"
40039,"ARKANSAS METHODIST MEDICAL CENTER","PARAGOULD","AR",72450,"GREENE","READM_30_AMI","No Different than the National Rate",17.4,"14.2","20.9"
40041,"ST MARYS REGIONAL MEDICAL CENTER","RUSSELLVILLE","AR",72801,"POPE","READM_30_AMI","No Different than the National Rate",17.6,"14.9","20.8"
40047,"FIVE RIVERS MEDICAL CENTER","POCAHONTAS","AR",72455,"RANDOLPH","READM_30_AMI",NA,NA,"Not Available","Not Available"
40050,"OUACHITA COUNTY MEDICAL CENTER","CAMDEN","AR",71701,"OUACHITA","READM_30_AMI",NA,NA,"Not Available","Not Available"
40051,"DREW MEMORIAL HOSPITAL","MONTICELLO","AR",71655,"DREW","READM_30_AMI",NA,NA,"Not Available","Not Available"
40055,"SPARKS REGIONAL MEDICAL CENTER","FORT SMITH","AR",72902,"SEBASTIAN","READM_30_AMI","No Different than the National Rate",18.5,"16.4","20.8"
40062,"ST EDWARD MERCY MEDICAL CENTER","FORT SMITH","AR",72917,"SEBASTIAN","READM_30_AMI","No Different than the National Rate",18.2,"15.5","21.4"
40067,"MAGNOLIA HOSPITAL","MAGNOLIA","AR",71754,"COLUMBIA","READM_30_AMI",NA,NA,"Not Available","Not Available"
40069,"GREAT RIVER MEDICAL CENTER","BLYTHEVILLE","AR",72315,"MISSISSIPPI","READM_30_AMI",NA,NA,"Not Available","Not Available"
40071,"JEFFERSON REGIONAL MEDICAL CENTER","PINE BLUFF","AR",71603,"JEFFERSON","READM_30_AMI","No Different than the National Rate",16.4,"13.5","19.5"
40072,"BAPTIST HEALTH MEDICAL CENTER-STUTTGART","STUTTGART","AR",72160,"ARKANSAS","READM_30_AMI",NA,NA,"Not Available","Not Available"
40074,"NORTH METRO MEDICAL CENTER","JACKSONVILLE","AR",72076,"PULASKI","READM_30_AMI",NA,NA,"Not Available","Not Available"
40076,"BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY","MALVERN","AR",72104,"HOT SPRING","READM_30_AMI",NA,NA,"Not Available","Not Available"
40078,"NATIONAL PARK MEDICAL CENTER","HOT SPRINGS","AR",71901,"GARLAND","READM_30_AMI","No Different than the National Rate",17.9,"14.9","21.2"
40080,"UNITY HEALTH HARRIS MEDICAL CENTER","NEWPORT","AR",72112,"JACKSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
40084,"SALINE MEMORIAL HOSPITAL","BENTON","AR",72015,"SALINE","READM_30_AMI","No Different than the National Rate",17.1,"14.2","20.7"
40085,"HELENA REGIONAL MEDICAL CENTER","HELENA","AR",72342,"PHILLIPS","READM_30_AMI",NA,NA,"Not Available","Not Available"
40088,"MEDICAL CENTER SOUTH ARKANSAS","EL DORADO","AR",71731,"UNION","READM_30_AMI","No Different than the National Rate",16.7,"13.8","20.1"
40114,"BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","LITTLE ROCK","AR",72205,"PULASKI","READM_30_AMI","No Different than the National Rate",16,"13.7","18.7"
40118,"NEA BAPTIST MEMORIAL HOSPITAL","JONESBORO","AR",72401,"CRAIGHEAD","READM_30_AMI","No Different than the National Rate",16.5,"13.9","19.6"
40119,"WHITE RIVER MEDICAL CENTER","BATESVILLE","AR",72503,"INDEPENDENCE","READM_30_AMI","No Different than the National Rate",19.3,"16.3","22.7"
40132,"LEVI HOSPITAL","HOT SPRINGS","AR",71901,"GARLAND","READM_30_AMI",NA,NA,"Not Available","Not Available"
40134,"ARKANSAS HEART HOSPITAL, LLC","LITTLE ROCK","AR",72211,"PULASKI","READM_30_AMI","No Different than the National Rate",16.7,"14.3","19.3"
40137,"ST VINCENT MEDICAL CENTER/NORTH","SHERWOOD","AR",72120,"PULASKI","READM_30_AMI",NA,NA,"Not Available","Not Available"
40147,"ARKANSAS SURGICAL HOSPITAL","NO LITTLE ROCK","AR",72118,"PULASKI","READM_30_AMI",NA,NA,"Not Available","Not Available"
40152,"NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL","FAYETTEVILLE","AR",72703,"WASHINGTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
40153,"WADLEY REGIONAL MEDICAL CENTER AT HOPE","HOPE","AR",71801,"HEMPSTEAD","READM_30_AMI",NA,NA,"Not Available","Not Available"
41300,"NORTH LOGAN MERCY HOSPITAL","PARIS","AR",72855,"LOGAN","READM_30_AMI",NA,NA,"Not Available","Not Available"
41302,"RIVER VALLEY MEDICAL CENTER","DARDANELLE","AR",72834,"YELL","READM_30_AMI",NA,NA,"Not Available","Not Available"
41303,"MERCY HOSPITAL TURNER MEMORIAL","OZARK","AR",72949,"FRANKLIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
41304,"EUREKA SPRINGS HOSPITAL, LLC","EUREKA SPRINGS","AR",72632,"CARROLL","READM_30_AMI",NA,NA,"Not Available","Not Available"
41305,"MERCY HOSPITAL WALDRON","WALDRON","AR",72958,"SCOTT","READM_30_AMI",NA,NA,"Not Available","Not Available"
41306,"COMMUNITY MEDICAL CENTER IZARD COUNTY","CALICO ROCK","AR",72519,"IZARD","READM_30_AMI",NA,NA,"Not Available","Not Available"
41307,"CROSSRIDGE COMMUNITY HOSPITAL","WYNNE","AR",72396,"CROSS","READM_30_AMI",NA,NA,"Not Available","Not Available"
41308,"MCGEHEE HOSPITAL","MCGEHEE","AR",71654,"DESHA","READM_30_AMI",NA,NA,"Not Available","Not Available"
41309,"LAWRENCE MEMORIAL HOSPITAL","WALNUT RIDGE","AR",72476,"LAWRENCE","READM_30_AMI",NA,NA,"Not Available","Not Available"
41310,"STONE COUNTY MEDICAL CENTER","MOUNTAIN VIEW","AR",72560,"STONE","READM_30_AMI",NA,NA,"Not Available","Not Available"
41311,"HOWARD MEMORIAL HOSPITAL","NASHVILLE","AR",71852,"HOWARD","READM_30_AMI",NA,NA,"Not Available","Not Available"
41312,"BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS","HEBER SPRINGS","AR",72543,"CLEBURNE","READM_30_AMI",NA,NA,"Not Available","Not Available"
41313,"OZARK HEALTH","CLINTON","AR",72031,"VAN BUREN","READM_30_AMI",NA,NA,"Not Available","Not Available"
41314,"DEWITT HOSPITAL & NURSING HOME, INC","DE WITT","AR",72042,"ARKANSAS","READM_30_AMI",NA,NA,"Not Available","Not Available"
41316,"SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER","OSCEOLA","AR",72370,"MISSISSIPPI","READM_30_AMI",NA,NA,"Not Available","Not Available"
41317,"DALLAS COUNTY MEDICAL CENTER","FORDYCE","AR",71742,"DALLAS","READM_30_AMI",NA,NA,"Not Available","Not Available"
41318,"MERCY HOSPITAL BOONEVILLE","BOONEVILLE","AR",72927,"LOGAN","READM_30_AMI",NA,NA,"Not Available","Not Available"
41319,"DE QUEEN MEDICAL CENTER, INC","DE QUEEN","AR",71832,"SEVIER","READM_30_AMI",NA,NA,"Not Available","Not Available"
41320,"LITTLE RIVER MEMORIAL HOSPITAL","ASHDOWN","AR",71822,"LITTLE RIVER","READM_30_AMI",NA,NA,"Not Available","Not Available"
41321,"BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA","ARKADELPHIA","AR",71923,"CLARK","READM_30_AMI",NA,NA,"Not Available","Not Available"
41322,"FULTON COUNTY HOSPITAL","SALEM","AR",72576,"FULTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
41323,"ASHLEY COUNTY MEDICAL CENTER","CROSSETT","AR",71635,"ASHLEY","READM_30_AMI",NA,NA,"Not Available","Not Available"
41324,"CHI ST VINCENT MORRILTON","MORRILTON","AR",72110,"CONWAY","READM_30_AMI",NA,NA,"Not Available","Not Available"
41326,"DELTA MEMORIAL HOSPITAL","DUMAS","AR",71639,"DESHA","READM_30_AMI",NA,NA,"Not Available","Not Available"
41327,"BRADLEY COUNTY MEDICAL CENTER","WARREN","AR",71671,"BRADLEY","READM_30_AMI",NA,NA,"Not Available","Not Available"
41328,"CHICOT MEMORIAL MEDICAL CENTER","LAKE VILLAGE","AR",71653,"CHICOT","READM_30_AMI",NA,NA,"Not Available","Not Available"
41329,"MERCY HOSPITAL BERRYVILLE","BERRYVILLE","AR",72616,"CARROLL","READM_30_AMI",NA,NA,"Not Available","Not Available"
41330,"PIGGOTT COMMUNITY HOSPITAL","PIGGOTT","AR",72454,"CLAY","READM_30_AMI",NA,NA,"Not Available","Not Available"
41331,"OZARKS COMMUNITY HOSPITAL OF GRAVETTE","GRAVETTE","AR",72736,"BENTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
43300,"ARKANSAS CHILDREN'S HOSPITAL","LITTLE ROCK","AR",72202,"PULASKI","READM_30_AMI",NA,NA,"Not Available","Not Available"
50002,"ST ROSE HOSPITAL","HAYWARD","CA",94545,"ALAMEDA","READM_30_AMI","No Different than the National Rate",18.6,"15.6","22.1"
50006,"ST JOSEPH HOSPITAL","EUREKA","CA",95501,"HUMBOLDT","READM_30_AMI","No Different than the National Rate",15.8,"13.3","18.6"
50007,"MILLS-PENINSULA MEDICAL CENTER","BURLINGAME","CA",94010,"SAN MATEO","READM_30_AMI","No Different than the National Rate",15.5,"12.9","18.3"
50008,"CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","SAN FRANCISCO","CA",94117,"SAN FRANCISCO","READM_30_AMI",NA,NA,"Not Available","Not Available"
50009,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","CA",94558,"NAPA","READM_30_AMI","No Different than the National Rate",17.8,"14.9","21.3"
50013,"ST HELENA HOSPITAL","SAINT HELENA","CA",94574,"NAPA","READM_30_AMI","No Different than the National Rate",17.6,"14.8","20.8"
50014,"SUTTER AMADOR HOSPITAL","JACKSON","CA",95642,"AMADOR","READM_30_AMI","No Different than the National Rate",16,"13.0","19.4"
50017,"MERCY GENERAL HOSPITAL","SACRAMENTO","CA",95819,"SACRAMENTO","READM_30_AMI","No Different than the National Rate",17.3,"15.1","19.7"
50018,"PACIFIC ALLIANCE MEDICAL CENTER","LOS ANGELES","CA",90012,"LOS ANGELES","READM_30_AMI",NA,NA,"Not Available","Not Available"
50022,"RIVERSIDE COMMUNITY HOSPITAL","RIVERSIDE","CA",92501,"RIVERSIDE","READM_30_AMI","No Different than the National Rate",17.7,"15.2","20.6"
50024,"PARADISE VALLEY HOSPITAL","NATIONAL CITY","CA",91950,"SAN DIEGO","READM_30_AMI","No Different than the National Rate",17.5,"14.7","20.8"
50025,"UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER","SAN DIEGO","CA",92103,"SAN DIEGO","READM_30_AMI","No Different than the National Rate",15.7,"13.2","18.4"
50026,"GROSSMONT HOSPITAL","LA MESA","CA",91942,"SAN DIEGO","READM_30_AMI","No Different than the National Rate",15.9,"13.4","19.0"
50028,"MAD RIVER COMMUNITY HOSPITAL","ARCATA","CA",95521,"HUMBOLDT","READM_30_AMI",NA,NA,"Not Available","Not Available"
50030,"OROVILLE HOSPITAL","OROVILLE","CA",95966,"BUTTE","READM_30_AMI","No Different than the National Rate",17.6,"14.7","21.0"
50036,"BAKERSFIELD MEMORIAL HOSPITAL","BAKERSFIELD","CA",93301,"KERN","READM_30_AMI","No Different than the National Rate",16.8,"14.2","19.6"
50038,"SANTA CLARA VALLEY MEDICAL CENTER","SAN JOSE","CA",95128,"SANTA CLARA","READM_30_AMI","No Different than the National Rate",17.3,"14.2","21.1"
50039,"ENLOE MEDICAL CENTER","CHICO","CA",95926,"BUTTE","READM_30_AMI","No Different than the National Rate",17.2,"14.8","19.8"
50040,"LAC/OLIVE VIEW-UCLA MEDICAL CENTER","SYLMAR","CA",91342,"LOS ANGELES","READM_30_AMI",NA,NA,"Not Available","Not Available"
50042,"ST ELIZABETH COMMUNITY HOSPITAL","RED BLUFF","CA",96080,"TEHAMA","READM_30_AMI",NA,NA,"Not Available","Not Available"
50043,"ALTA BATES SUMMIT MEDICAL CENTER","OAKLAND","CA",94609,"ALAMEDA","READM_30_AMI","No Different than the National Rate",18.1,"15.5","20.9"
50045,"EL CENTRO REGIONAL MEDICAL CENTER","EL CENTRO","CA",92243,"IMPERIAL","READM_30_AMI","No Different than the National Rate",16.3,"13.4","19.5"
50047,"CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","SAN FRANCISCO","CA",94115,"SAN FRANCISCO","READM_30_AMI","No Different than the National Rate",18.1,"15.2","21.5"
50054,"SAN GORGONIO MEMORIAL HOSPITAL","BANNING","CA",92220,"RIVERSIDE","READM_30_AMI","No Different than the National Rate",16.6,"13.8","20.3"
50055,"CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","SAN FRANCISCO","CA",94110,"SAN FRANCISCO","READM_30_AMI",NA,NA,"Not Available","Not Available"
50056,"ANTELOPE VALLEY HOSPITAL","LANCASTER","CA",93534,"LOS ANGELES","READM_30_AMI","No Different than the National Rate",18.1,"15.1","21.2"
50057,"KAWEAH DELTA MEDICAL CENTER","VISALIA","CA",93291,"TULARE","READM_30_AMI","No Different than the National Rate",15,"12.9","17.4"
50058,"GLENDALE MEM HOSPITAL & HLTH CENTER","GLENDALE","CA",91204,"LOS ANGELES","READM_30_AMI","No Different than the National Rate",16.5,"13.9","19.6"
50060,"COMMUNITY REGIONAL MEDICAL CENTER","FRESNO","CA",93721,"FRESNO","READM_30_AMI","No Different than the National Rate",18.5,"16.0","21.4"
50063,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","CA",90027,"LOS ANGELES","READM_30_AMI","No Different than the National Rate",17.7,"14.9","20.9"
50067,"OAK VALLEY HOSPITAL DISTRICT","OAKDALE","CA",95361,"STANISLAUS","READM_30_AMI",NA,NA,"Not Available","Not Available"
50069,"ST JOSEPH HOSPITAL","ORANGE","CA",92868,"ORANGE","READM_30_AMI","No Different than the National Rate",14.9,"12.5","17.7"
50070,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","SOUTH SAN FRANCISCO","CA",94080,"SAN MATEO","READM_30_AMI",NA,NA,"Not Available","Not Available"
50071,"KAISER FOUNDATION HOSPITAL-SANTA CLARA","SANTA CLARA","CA",95051,"SANTA CLARA","READM_30_AMI","No Different than the National Rate",16.9,"13.8","20.9"
50072,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","WALNUT CREEK","CA",94596,"CONTRA COSTA","READM_30_AMI",NA,NA,"Not Available","Not Available"
50073,"KAISER FOUNDATION HOSPITAL AND REHAB CENTER","VALLEJO","CA",94589,"SOLANO","READM_30_AMI","No Different than the National Rate",16.7,"13.6","20.3"
50075,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","OAKLAND","CA",94611,"ALAMEDA","READM_30_AMI",NA,NA,"Not Available","Not Available"
50076,"KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","SAN FRANCISCO","CA",94115,"SAN FRANCISCO","READM_30_AMI",NA,NA,"Not Available","Not Available"
50077,"SCRIPPS MERCY HOSPITAL","SAN DIEGO","CA",92103,"SAN DIEGO","READM_30_AMI","No Different than the National Rate",17.2,"14.6","20.2"
50078,"PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","SAN PEDRO","CA",90732,"LOS ANGELES","READM_30_AMI",NA,NA,"Not Available","Not Available"
50082,"ST JOHNS REGIONAL MEDICAL CENTER","OXNARD","CA",93030,"VENTURA","READM_30_AMI","No Different than the National Rate",16.5,"14.2","19.0"
50084,"ST JOSEPH'S MEDICAL CENTER OF STOCKTON","STOCKTON","CA",95204,"SAN JOAQUIN","READM_30_AMI","No Different than the National Rate",16.9,"14.4","19.6"
50089,"COMMUNITY HOSPITAL OF SAN BERNARDINO","SAN BERNARDINO","CA",92411,"SAN BERNARDINO","READM_30_AMI",NA,NA,"Not Available","Not Available"
50090,"SONOMA VALLEY HOSPITAL","SONOMA","CA",95476,"SONOMA","READM_30_AMI",NA,NA,"Not Available","Not Available"
50091,"COMMUNITY HOSPITAL OF HUNTINGTON PARK","HUNTINGTON PARK","CA",90255,"LOS ANGELES","READM_30_AMI",NA,NA,"Not Available","Not Available"
50093,"SAINT AGNES MEDICAL CENTER","FRESNO","CA",93710,"FRESNO","READM_30_AMI","No Different than the National Rate",17.3,"14.8","20.0"
50096,"WEST COVINA MEDICAL CENTER","WEST COVINA","CA",91790,"LOS ANGELES","READM_30_AMI",NA,NA,"Not Available","Not Available"
50099,"SAN ANTONIO REGIONAL HOSPITAL","UPLAND","CA",91786,"SAN BERNARDINO","READM_30_AMI","No Different than the National Rate",15.5,"13.2","18.2"
50100,"SHARP MEMORIAL HOSPITAL","SAN DIEGO","CA",92123,"SAN DIEGO","READM_30_AMI","No Different than the National Rate",16.6,"13.9","19.8"
50101,"SUTTER SOLANO MEDICAL CENTER","VALLEJO","CA",94589,"SOLANO","READM_30_AMI",NA,NA,"Not Available","Not Available"
50102,"PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","RIVERSIDE","CA",92503,"RIVERSIDE","READM_30_AMI",NA,NA,"Not Available","Not Available"
50103,"WHITE MEMORIAL MEDICAL CENTER","LOS ANGELES","CA",90033,"LOS ANGELES","READM_30_AMI","No Different than the National Rate",17.8,"15.1","20.8"
50104,"SAINT FRANCIS MEDICAL CENTER","LYNWOOD","CA",90262,"LOS ANGELES","READM_30_AMI","No Different than the National Rate",16.7,"13.9","20.0"
50107,"MARIAN REGIONAL MEDICAL CENTER","SANTA MARIA","CA",93454,"SANTA BARBARA","READM_30_AMI","No Different than the National Rate",16.2,"13.4","19.4"
50108,"SUTTER MEDICAL CENTER, SACRAMENTO","SACRAMENTO","CA",95816,"SACRAMENTO","READM_30_AMI","No Different than the National Rate",15.1,"13.1","17.4"
50110,"LOMPOC VALLEY MEDICAL CENTER","LOMPOC","CA",93436,"SANTA BARBARA","READM_30_AMI",NA,NA,"Not Available","Not Available"
50112,"SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","SANTA MONICA","CA",90404,"LOS ANGELES","READM_30_AMI","No Different than the National Rate",17.7,"14.9","20.8"
50113,"SAN MATEO MEDICAL CENTER","SAN MATEO","CA",94403,"SAN MATEO","READM_30_AMI",NA,NA,"Not Available","Not Available"
50115,"PALOMAR HEALTH DOWNTOWN CAMPUS","ESCONDIDO","CA",92025,"SAN DIEGO","READM_30_AMI","No Different than the National Rate",16.2,"13.4","19.5"
50116,"NORTHRIDGE HOSPITAL MEDICAL CENTER","NORTHRIDGE","CA",91325,"LOS ANGELES","READM_30_AMI","No Different than the National Rate",15.8,"13.5","18.5"
50118,"DOCTORS HOSPITAL OF MANTECA","MANTECA","CA",95336,"SAN JOAQUIN","READM_30_AMI","No Different than the National Rate",16.4,"13.5","19.9"
50121,"ADVENTIST MEDICAL CENTER","HANFORD","CA",93230,"KINGS","READM_30_AMI","No Different than the National Rate",17.8,"14.7","21.3"
50122,"DAMERON HOSPITAL","STOCKTON","CA",95203,"SAN JOAQUIN","READM_30_AMI","No Different than the National Rate",17.5,"14.5","21.1"
50124,"USC VERDUGO HILLS HOSPITAL","GLENDALE","CA",91209,"LOS ANGELES","READM_30_AMI","No Different than the National Rate",17.3,"14.2","21.1"
50125,"REGIONAL MEDICAL CENTER OF SAN JOSE","SAN JOSE","CA",95116,"SANTA CLARA","READM_30_AMI","Worse than the National Rate",19.7,"17.0","22.9"
50126,"VALLEY PRESBYTERIAN HOSPITAL","VAN NUYS","CA",91406,"LOS ANGELES","READM_30_AMI","No Different than the National Rate",17,"14.2","20.0"
50127,"WOODLAND MEMORIAL HOSPITAL","WOODLAND","CA",95695,"YOLO","READM_30_AMI",NA,NA,"Not Available","Not Available"
50128,"TRI-CITY MEDICAL CENTER","OCEANSIDE","CA",92056,"SAN DIEGO","READM_30_AMI","No Different than the National Rate",15,"12.5","17.8"
50129,"ST BERNARDINE MEDICAL CENTER","SAN BERNARDINO","CA",92404,"SAN BERNARDINO","READM_30_AMI","No Different than the National Rate",17.6,"14.9","20.5"
50131,"NOVATO COMMUNITY HOSPITAL","NOVATO","CA",94945,"MARIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
50132,"SAN GABRIEL VALLEY MEDICAL CENTER","SAN GABRIEL","CA",91776,"LOS ANGELES","READM_30_AMI","No Different than the National Rate",16.3,"13.7","19.4"
