"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Death_Score","Lower","Higher"
31305,"HOPI HEALTH CARE CENTER","POLACCA","AZ",86042,"NAVAJO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
31307,"PARKER INDIAN HEALTH CENTER","PARKER","AZ",85344,"LA PAZ","MORT_30_AMI",NA,NA,"Not Available","Not Available"
31308,"HUHU KAM MEMORIAL HOSPITAL","SACATON","AZ",85147,"PINAL","MORT_30_AMI",NA,NA,"Not Available","Not Available"
31309,"SAGE MEMORIAL HOSPITAL","GANADO","AZ",86505,"APACHE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
31311,"LITTLE COLORADO MEDICAL CENTER","WINSLOW","AZ",86047,"NAVAJO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
31312,"COPPER QUEEN COMMUNITY HOSPITAL","BISBEE","AZ",85603,"COCHISE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
31313,"HOLY CROSS HOSPITAL","NOGALES","AZ",85621,"SANTA CRUZ","MORT_30_AMI",NA,NA,"Not Available","Not Available"
31314,"COBRE VALLEY REGIONAL MEDICAL CENTER","GLOBE","AZ",85501,"GILA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
31315,"WHITE MOUNTAIN REGIONAL MEDICAL CENTER","SPRINGERVILLE","AZ",85938,"APACHE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
31317,"LA PAZ REGIONAL HOSPITAL","PARKER","AZ",85344,"LA PAZ","MORT_30_AMI","No Different than the National Rate",13.2,"10.0","17.3"
33301,"LOS NINOS HOSPITAL, INC.","PHOENIX","AZ",85016,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
33302,"PHOENIX CHILDREN'S HOSPITAL","PHOENIX","AZ",85016,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
33303,"HACIENDA CHILDREN'S HOSPITAL, INC.","MESA","AZ",85210,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40001,"SILOAM SPRINGS REGIONAL HOSPITAL","SILOAM SPRINGS","AR",72761,"BENTON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40002,"JOHNSON REGIONAL MEDICAL CENTER","CLARKSVILLE","AR",72830,"JOHNSON","MORT_30_AMI","No Different than the National Rate",15,"11.6","19.0"
40004,"WASHINGTON REGIONAL MEDICAL CENTER","FAYETTEVILLE","AR",72703,"WASHINGTON","MORT_30_AMI","No Different than the National Rate",13.1,"10.6","16.1"
40007,"CHI-ST VINCENT INFIRMARY","LITTLE ROCK","AR",72205,"PULASKI","MORT_30_AMI","No Different than the National Rate",15.3,"11.9","19.2"
40010,"MERCY HOSPITAL NORTHWEST ARKANSAS","ROGERS","AR",72758,"BENTON","MORT_30_AMI","No Different than the National Rate",13.4,"10.7","16.7"
40011,"CHAMBERS MEMORIAL HOSPITAL","DANVILLE","AR",72833,"YELL","MORT_30_AMI","No Different than the National Rate",15.8,"12.2","20.1"
40014,"WHITE COUNTY MEDICAL CENTER","SEARCY","AR",72143,"WHITE","MORT_30_AMI","No Different than the National Rate",14.6,"11.6","18.4"
40015,"MENA REGIONAL HEALTH SYSTEM","MENA","AR",71953,"POLK","MORT_30_AMI","No Different than the National Rate",15.7,"11.8","20.4"
40016,"UAMS MEDICAL CENTER","LITTLE ROCK","AR",72205,"PULASKI","MORT_30_AMI","No Different than the National Rate",13.2,"10.2","17.0"
40017,"NORTH ARKANSAS REGIONAL MEDICAL CENTER","HARRISON","AR",72601,"BOONE","MORT_30_AMI","No Different than the National Rate",15.3,"12.1","19.5"
40018,"SPARKS MEDICAL CENTER - VAN BUREN","VAN BUREN","AR",72956,"CRAWFORD","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40019,"FORREST CITY MEDICAL CENTER","FORREST CITY","AR",72335,"SAINT FRANCIS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40020,"ST BERNARDS MEDICAL CENTER","JONESBORO","AR",72401,"CRAIGHEAD","MORT_30_AMI","No Different than the National Rate",14,"11.4","17.1"
40022,"NORTHWEST MEDICAL CENTER-SPRINGDALE","SPRINGDALE","AR",72764,"WASHINGTON","MORT_30_AMI","No Different than the National Rate",15.5,"13.0","18.3"
40026,"CHI ST. VINCENT HOSPITAL HOT SPRINGS","HOT SPRINGS","AR",71903,"GARLAND","MORT_30_AMI","No Different than the National Rate",15.4,"12.2","19.3"
40027,"BAXTER REGIONAL MEDICAL CENTER","MOUNTAIN HOME","AR",72653,"BAXTER","MORT_30_AMI","No Different than the National Rate",16,"13.0","19.3"
40029,"CONWAY REGIONAL MEDICAL CENTER","CONWAY","AR",72034,"FAULKNER","MORT_30_AMI","No Different than the National Rate",12.8,"10.1","16.2"
40036,"BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","NORTH LITTLE ROCK","AR",72117,"PULASKI","MORT_30_AMI","No Different than the National Rate",15.8,"13.0","19.0"
40039,"ARKANSAS METHODIST MEDICAL CENTER","PARAGOULD","AR",72450,"GREENE","MORT_30_AMI","No Different than the National Rate",16.7,"13.3","20.8"
40041,"ST MARYS REGIONAL MEDICAL CENTER","RUSSELLVILLE","AR",72801,"POPE","MORT_30_AMI","No Different than the National Rate",15.5,"12.6","18.6"
40047,"FIVE RIVERS MEDICAL CENTER","POCAHONTAS","AR",72455,"RANDOLPH","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40050,"OUACHITA COUNTY MEDICAL CENTER","CAMDEN","AR",71701,"OUACHITA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40051,"DREW MEMORIAL HOSPITAL","MONTICELLO","AR",71655,"DREW","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40055,"SPARKS REGIONAL MEDICAL CENTER","FORT SMITH","AR",72902,"SEBASTIAN","MORT_30_AMI","No Different than the National Rate",14.1,"11.8","16.8"
40062,"ST EDWARD MERCY MEDICAL CENTER","FORT SMITH","AR",72917,"SEBASTIAN","MORT_30_AMI","No Different than the National Rate",15,"11.9","18.3"
40067,"MAGNOLIA HOSPITAL","MAGNOLIA","AR",71754,"COLUMBIA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40069,"GREAT RIVER MEDICAL CENTER","BLYTHEVILLE","AR",72315,"MISSISSIPPI","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40071,"JEFFERSON REGIONAL MEDICAL CENTER","PINE BLUFF","AR",71603,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",15.8,"12.6","19.4"
40072,"BAPTIST HEALTH MEDICAL CENTER-STUTTGART","STUTTGART","AR",72160,"ARKANSAS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40074,"NORTH METRO MEDICAL CENTER","JACKSONVILLE","AR",72076,"PULASKI","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40076,"BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY","MALVERN","AR",72104,"HOT SPRING","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40078,"NATIONAL PARK MEDICAL CENTER","HOT SPRINGS","AR",71901,"GARLAND","MORT_30_AMI","No Different than the National Rate",14.3,"10.9","18.4"
40080,"UNITY HEALTH HARRIS MEDICAL CENTER","NEWPORT","AR",72112,"JACKSON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40084,"SALINE MEMORIAL HOSPITAL","BENTON","AR",72015,"SALINE","MORT_30_AMI","No Different than the National Rate",14.3,"11.2","18.1"
40085,"HELENA REGIONAL MEDICAL CENTER","HELENA","AR",72342,"PHILLIPS","MORT_30_AMI","No Different than the National Rate",13.6,"10.1","17.9"
40088,"MEDICAL CENTER SOUTH ARKANSAS","EL DORADO","AR",71731,"UNION","MORT_30_AMI","No Different than the National Rate",13.8,"10.6","17.6"
40114,"BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","LITTLE ROCK","AR",72205,"PULASKI","MORT_30_AMI","No Different than the National Rate",14.3,"11.7","17.1"
40118,"NEA BAPTIST MEMORIAL HOSPITAL","JONESBORO","AR",72401,"CRAIGHEAD","MORT_30_AMI","No Different than the National Rate",13.6,"10.7","17.2"
40119,"WHITE RIVER MEDICAL CENTER","BATESVILLE","AR",72503,"INDEPENDENCE","MORT_30_AMI","No Different than the National Rate",15.8,"12.6","19.2"
40132,"LEVI HOSPITAL","HOT SPRINGS","AR",71901,"GARLAND","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40134,"ARKANSAS HEART HOSPITAL, LLC","LITTLE ROCK","AR",72211,"PULASKI","MORT_30_AMI","No Different than the National Rate",11.8,"9.3","14.6"
40137,"ST VINCENT MEDICAL CENTER/NORTH","SHERWOOD","AR",72120,"PULASKI","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40147,"ARKANSAS SURGICAL HOSPITAL","NO LITTLE ROCK","AR",72118,"PULASKI","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40152,"NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL","FAYETTEVILLE","AR",72703,"WASHINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
40153,"WADLEY REGIONAL MEDICAL CENTER AT HOPE","HOPE","AR",71801,"HEMPSTEAD","MORT_30_AMI","No Different than the National Rate",14.1,"10.8","18.1"
41300,"NORTH LOGAN MERCY HOSPITAL","PARIS","AR",72855,"LOGAN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41302,"RIVER VALLEY MEDICAL CENTER","DARDANELLE","AR",72834,"YELL","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41303,"MERCY HOSPITAL TURNER MEMORIAL","OZARK","AR",72949,"FRANKLIN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41304,"EUREKA SPRINGS HOSPITAL, LLC","EUREKA SPRINGS","AR",72632,"CARROLL","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41305,"MERCY HOSPITAL WALDRON","WALDRON","AR",72958,"SCOTT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41306,"COMMUNITY MEDICAL CENTER IZARD COUNTY","CALICO ROCK","AR",72519,"IZARD","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41307,"CROSSRIDGE COMMUNITY HOSPITAL","WYNNE","AR",72396,"CROSS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41308,"MCGEHEE HOSPITAL","MCGEHEE","AR",71654,"DESHA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41309,"LAWRENCE MEMORIAL HOSPITAL","WALNUT RIDGE","AR",72476,"LAWRENCE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41310,"STONE COUNTY MEDICAL CENTER","MOUNTAIN VIEW","AR",72560,"STONE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41311,"HOWARD MEMORIAL HOSPITAL","NASHVILLE","AR",71852,"HOWARD","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41312,"BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS","HEBER SPRINGS","AR",72543,"CLEBURNE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41313,"OZARK HEALTH","CLINTON","AR",72031,"VAN BUREN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41314,"DEWITT HOSPITAL & NURSING HOME, INC","DE WITT","AR",72042,"ARKANSAS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41316,"SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER","OSCEOLA","AR",72370,"MISSISSIPPI","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41317,"DALLAS COUNTY MEDICAL CENTER","FORDYCE","AR",71742,"DALLAS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41318,"MERCY HOSPITAL BOONEVILLE","BOONEVILLE","AR",72927,"LOGAN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41319,"DE QUEEN MEDICAL CENTER, INC","DE QUEEN","AR",71832,"SEVIER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41320,"LITTLE RIVER MEMORIAL HOSPITAL","ASHDOWN","AR",71822,"LITTLE RIVER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41321,"BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA","ARKADELPHIA","AR",71923,"CLARK","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41322,"FULTON COUNTY HOSPITAL","SALEM","AR",72576,"FULTON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41323,"ASHLEY COUNTY MEDICAL CENTER","CROSSETT","AR",71635,"ASHLEY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41324,"CHI ST VINCENT MORRILTON","MORRILTON","AR",72110,"CONWAY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41326,"DELTA MEMORIAL HOSPITAL","DUMAS","AR",71639,"DESHA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41327,"BRADLEY COUNTY MEDICAL CENTER","WARREN","AR",71671,"BRADLEY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41328,"CHICOT MEMORIAL MEDICAL CENTER","LAKE VILLAGE","AR",71653,"CHICOT","MORT_30_AMI","No Different than the National Rate",15.7,"12.2","20.1"
41329,"MERCY HOSPITAL BERRYVILLE","BERRYVILLE","AR",72616,"CARROLL","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41330,"PIGGOTT COMMUNITY HOSPITAL","PIGGOTT","AR",72454,"CLAY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
41331,"OZARKS COMMUNITY HOSPITAL OF GRAVETTE","GRAVETTE","AR",72736,"BENTON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
43300,"ARKANSAS CHILDREN'S HOSPITAL","LITTLE ROCK","AR",72202,"PULASKI","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50002,"ST ROSE HOSPITAL","HAYWARD","CA",94545,"ALAMEDA","MORT_30_AMI","No Different than the National Rate",13.3,"10.6","16.5"
50006,"ST JOSEPH HOSPITAL","EUREKA","CA",95501,"HUMBOLDT","MORT_30_AMI","No Different than the National Rate",13.7,"11.1","16.8"
50007,"MILLS-PENINSULA MEDICAL CENTER","BURLINGAME","CA",94010,"SAN MATEO","MORT_30_AMI","No Different than the National Rate",13.1,"10.5","16.3"
50008,"CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","SAN FRANCISCO","CA",94117,"SAN FRANCISCO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50009,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","CA",94558,"NAPA","MORT_30_AMI","No Different than the National Rate",14.4,"11.7","17.7"
50013,"ST HELENA HOSPITAL","SAINT HELENA","CA",94574,"NAPA","MORT_30_AMI","No Different than the National Rate",13.7,"10.7","17.3"
50014,"SUTTER AMADOR HOSPITAL","JACKSON","CA",95642,"AMADOR","MORT_30_AMI","No Different than the National Rate",15.9,"12.4","20.2"
50017,"MERCY GENERAL HOSPITAL","SACRAMENTO","CA",95819,"SACRAMENTO","MORT_30_AMI","No Different than the National Rate",13.2,"10.9","16.0"
50018,"PACIFIC ALLIANCE MEDICAL CENTER","LOS ANGELES","CA",90012,"LOS ANGELES","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50022,"RIVERSIDE COMMUNITY HOSPITAL","RIVERSIDE","CA",92501,"RIVERSIDE","MORT_30_AMI","No Different than the National Rate",15.2,"12.6","18.1"
50024,"PARADISE VALLEY HOSPITAL","NATIONAL CITY","CA",91950,"SAN DIEGO","MORT_30_AMI","No Different than the National Rate",13.1,"10.3","16.3"
50025,"UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER","SAN DIEGO","CA",92103,"SAN DIEGO","MORT_30_AMI","No Different than the National Rate",12.4,"9.7","15.3"
50026,"GROSSMONT HOSPITAL","LA MESA","CA",91942,"SAN DIEGO","MORT_30_AMI","No Different than the National Rate",14.5,"11.7","17.8"
50028,"MAD RIVER COMMUNITY HOSPITAL","ARCATA","CA",95521,"HUMBOLDT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50030,"OROVILLE HOSPITAL","OROVILLE","CA",95966,"BUTTE","MORT_30_AMI","No Different than the National Rate",11.6,"9.2","14.5"
50036,"BAKERSFIELD MEMORIAL HOSPITAL","BAKERSFIELD","CA",93301,"KERN","MORT_30_AMI","No Different than the National Rate",15.2,"12.3","18.7"
50038,"SANTA CLARA VALLEY MEDICAL CENTER","SAN JOSE","CA",95128,"SANTA CLARA","MORT_30_AMI","No Different than the National Rate",14,"10.6","18.1"
50039,"ENLOE MEDICAL CENTER","CHICO","CA",95926,"BUTTE","MORT_30_AMI","No Different than the National Rate",14.8,"12.3","17.5"
50040,"LAC/OLIVE VIEW-UCLA MEDICAL CENTER","SYLMAR","CA",91342,"LOS ANGELES","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50042,"ST ELIZABETH COMMUNITY HOSPITAL","RED BLUFF","CA",96080,"TEHAMA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50043,"ALTA BATES SUMMIT MEDICAL CENTER","OAKLAND","CA",94609,"ALAMEDA","MORT_30_AMI","No Different than the National Rate",12.5,"10.1","15.4"
50045,"EL CENTRO REGIONAL MEDICAL CENTER","EL CENTRO","CA",92243,"IMPERIAL","MORT_30_AMI","No Different than the National Rate",15.3,"12.1","18.8"
50047,"CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","SAN FRANCISCO","CA",94115,"SAN FRANCISCO","MORT_30_AMI","No Different than the National Rate",12,"9.4","15.0"
50054,"SAN GORGONIO MEMORIAL HOSPITAL","BANNING","CA",92220,"RIVERSIDE","MORT_30_AMI","No Different than the National Rate",14.4,"11.3","17.9"
50055,"CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","SAN FRANCISCO","CA",94110,"SAN FRANCISCO","MORT_30_AMI","No Different than the National Rate",13.9,"10.3","18.6"
50056,"ANTELOPE VALLEY HOSPITAL","LANCASTER","CA",93534,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",14.9,"12.1","18.3"
50057,"KAWEAH DELTA MEDICAL CENTER","VISALIA","CA",93291,"TULARE","MORT_30_AMI","No Different than the National Rate",11.9,"9.7","14.3"
50058,"GLENDALE MEM HOSPITAL & HLTH CENTER","GLENDALE","CA",91204,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",14.9,"11.9","18.4"
50060,"COMMUNITY REGIONAL MEDICAL CENTER","FRESNO","CA",93721,"FRESNO","MORT_30_AMI","No Different than the National Rate",12.7,"10.3","15.6"
50063,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","LOS ANGELES","CA",90027,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",13.8,"11.3","16.7"
50067,"OAK VALLEY HOSPITAL DISTRICT","OAKDALE","CA",95361,"STANISLAUS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50069,"ST JOSEPH HOSPITAL","ORANGE","CA",92868,"ORANGE","MORT_30_AMI","No Different than the National Rate",13.3,"10.6","16.3"
50070,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","SOUTH SAN FRANCISCO","CA",94080,"SAN MATEO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50071,"KAISER FOUNDATION HOSPITAL-SANTA CLARA","SANTA CLARA","CA",95051,"SANTA CLARA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50072,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","WALNUT CREEK","CA",94596,"CONTRA COSTA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50073,"KAISER FOUNDATION HOSPITAL AND REHAB CENTER","VALLEJO","CA",94589,"SOLANO","MORT_30_AMI","No Different than the National Rate",13.8,"10.2","18.0"
50075,"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","OAKLAND","CA",94611,"ALAMEDA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50076,"KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","SAN FRANCISCO","CA",94115,"SAN FRANCISCO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50077,"SCRIPPS MERCY HOSPITAL","SAN DIEGO","CA",92103,"SAN DIEGO","MORT_30_AMI","No Different than the National Rate",13.4,"10.9","16.3"
50078,"PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","SAN PEDRO","CA",90732,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",14,"10.5","18.6"
50082,"ST JOHNS REGIONAL MEDICAL CENTER","OXNARD","CA",93030,"VENTURA","MORT_30_AMI","No Different than the National Rate",12.7,"10.3","15.5"
50084,"ST JOSEPH'S MEDICAL CENTER OF STOCKTON","STOCKTON","CA",95204,"SAN JOAQUIN","MORT_30_AMI","No Different than the National Rate",14.2,"11.4","17.3"
50089,"COMMUNITY HOSPITAL OF SAN BERNARDINO","SAN BERNARDINO","CA",92411,"SAN BERNARDINO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50090,"SONOMA VALLEY HOSPITAL","SONOMA","CA",95476,"SONOMA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50091,"COMMUNITY HOSPITAL OF HUNTINGTON PARK","HUNTINGTON PARK","CA",90255,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",13.4,"10.5","16.8"
50093,"SAINT AGNES MEDICAL CENTER","FRESNO","CA",93710,"FRESNO","MORT_30_AMI","No Different than the National Rate",14.6,"12.2","17.3"
50096,"WEST COVINA MEDICAL CENTER","WEST COVINA","CA",91790,"LOS ANGELES","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50099,"SAN ANTONIO REGIONAL HOSPITAL","UPLAND","CA",91786,"SAN BERNARDINO","MORT_30_AMI","Better than the National Rate",11.1,"8.8","13.8"
50100,"SHARP MEMORIAL HOSPITAL","SAN DIEGO","CA",92123,"SAN DIEGO","MORT_30_AMI","No Different than the National Rate",16.1,"13.1","19.5"
50101,"SUTTER SOLANO MEDICAL CENTER","VALLEJO","CA",94589,"SOLANO","MORT_30_AMI","No Different than the National Rate",15,"11.6","19.5"
50102,"PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","RIVERSIDE","CA",92503,"RIVERSIDE","MORT_30_AMI","No Different than the National Rate",14.3,"11.1","18.5"
50103,"WHITE MEMORIAL MEDICAL CENTER","LOS ANGELES","CA",90033,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",13.2,"10.5","16.2"
50104,"SAINT FRANCIS MEDICAL CENTER","LYNWOOD","CA",90262,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",13.4,"10.2","17.3"
50107,"MARIAN REGIONAL MEDICAL CENTER","SANTA MARIA","CA",93454,"SANTA BARBARA","MORT_30_AMI","No Different than the National Rate",13.3,"10.5","16.5"
50108,"SUTTER MEDICAL CENTER, SACRAMENTO","SACRAMENTO","CA",95816,"SACRAMENTO","MORT_30_AMI","No Different than the National Rate",12.2,"10.1","14.7"
50110,"LOMPOC VALLEY MEDICAL CENTER","LOMPOC","CA",93436,"SANTA BARBARA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50112,"SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","SANTA MONICA","CA",90404,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",12.4,"9.9","15.4"
50113,"SAN MATEO MEDICAL CENTER","SAN MATEO","CA",94403,"SAN MATEO","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50115,"PALOMAR HEALTH DOWNTOWN CAMPUS","ESCONDIDO","CA",92025,"SAN DIEGO","MORT_30_AMI","No Different than the National Rate",14.9,"11.9","18.3"
50116,"NORTHRIDGE HOSPITAL MEDICAL CENTER","NORTHRIDGE","CA",91325,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",12.1,"9.9","14.7"
50118,"DOCTORS HOSPITAL OF MANTECA","MANTECA","CA",95336,"SAN JOAQUIN","MORT_30_AMI","No Different than the National Rate",13.3,"10.0","17.4"
50121,"ADVENTIST MEDICAL CENTER","HANFORD","CA",93230,"KINGS","MORT_30_AMI","No Different than the National Rate",15.8,"12.4","19.6"
50122,"DAMERON HOSPITAL","STOCKTON","CA",95203,"SAN JOAQUIN","MORT_30_AMI","No Different than the National Rate",13.3,"10.1","17.3"
50124,"USC VERDUGO HILLS HOSPITAL","GLENDALE","CA",91209,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",14.2,"11.1","17.8"
50125,"REGIONAL MEDICAL CENTER OF SAN JOSE","SAN JOSE","CA",95116,"SANTA CLARA","MORT_30_AMI","No Different than the National Rate",13.5,"10.9","16.5"
50126,"VALLEY PRESBYTERIAN HOSPITAL","VAN NUYS","CA",91406,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",12.9,"10.1","16.1"
50127,"WOODLAND MEMORIAL HOSPITAL","WOODLAND","CA",95695,"YOLO","MORT_30_AMI","No Different than the National Rate",15.9,"12.1","20.5"
50128,"TRI-CITY MEDICAL CENTER","OCEANSIDE","CA",92056,"SAN DIEGO","MORT_30_AMI","No Different than the National Rate",14.6,"11.9","17.6"
50129,"ST BERNARDINE MEDICAL CENTER","SAN BERNARDINO","CA",92404,"SAN BERNARDINO","MORT_30_AMI","No Different than the National Rate",14.9,"11.7","18.6"
50131,"NOVATO COMMUNITY HOSPITAL","NOVATO","CA",94945,"MARIN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
50132,"SAN GABRIEL VALLEY MEDICAL CENTER","SAN GABRIEL","CA",91776,"LOS ANGELES","MORT_30_AMI","No Different than the National Rate",12.9,"10.3","16.1"
