"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Death_Score","Lower","Higher","Readmission_Score","Death_Cat","Readm_Cat","Death_Readm_Cat"
30101,"WESTERN ARIZONA REGIONAL MEDICAL CENTER","BULLHEAD CITY","AZ",86442,"MOHAVE","MORT_30_AMI","No Different than the National Rate",15.3,"12.3","18.7",17.7,"Worse Than National","Worse Than National","Worse Than National"
30103,"MAYO CLINIC HOSPITAL","PHOENIX","AZ",85054,"MARICOPA","MORT_30_AMI","Better than the National Rate",11.3,"9.0","14.0",14.7,"Better Than National","Better Than National","Better Than National"
30105,"BANNER HEART HOSPITAL","MESA","AZ",85206,"MARICOPA","MORT_30_AMI","No Different than the National Rate",12.4,"10.2","14.9",14.7,"Better Than National","Better Than National","Better Than National"
30107,"ARIZONA SPINE AND JOINT HOSPITAL","MESA","AZ",85206,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
30108,"CORE INSTITUTE SPECIALTY HOSPITAL, THE","PHOENIX","AZ",85015,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
30110,"ABRAZO WEST CAMPUS","GOODYEAR","AZ",85395,"MARICOPA","MORT_30_AMI","No Different than the National Rate",13.4,"10.1","17.4",18.9,NA,"Worse Than National",NA
30111,"BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","TUCSON","AZ",85713,"PIMA","MORT_30_AMI","No Different than the National Rate",14.4,"11.0","18.8",17.5,NA,"Worse Than National",NA
30112,"ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP","CHANDLER","AZ",85224,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
30113,"WHITERIVER PHS INDIAN HOSPITAL","WHITERIVER","AZ",85941,"NAVAJO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
30114,"ORO VALLEY HOSPITAL","ORO VALLEY","AZ",85755,"PIMA","MORT_30_AMI","No Different than the National Rate",13.4,"10.3","17.0",16.8,NA,NA,NA
30115,"BANNER ESTRELLA MEDICAL CENTER","PHOENIX","AZ",85037,"MARICOPA","MORT_30_AMI","No Different than the National Rate",14.1,"10.6","18.5",16.5,NA,NA,NA
30117,"VALLEY VIEW MEDICAL CENTER","FORT MOHAVE","AZ",86426,"MOHAVE","MORT_30_AMI","No Different than the National Rate",13.4,"10.0","17.9",16,NA,"Better Than National",NA
30118,"YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS","PRESCOTT VALLEY","AZ",86314,"YAVAPAI","MORT_30_AMI","No Different than the National Rate",14,"10.4","18.5",17.2,NA,NA,NA
30119,"MERCY GILBERT MEDICAL CENTER","GILBERT","AZ",85296,"MARICOPA","MORT_30_AMI","No Different than the National Rate",14.5,"11.2","18.5",16.5,NA,NA,NA
30120,"GILBERT HOSPITAL","GILBERT","AZ",85295,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
30121,"MOUNTAIN VISTA MEDICAL CENTER, LP","MESA","AZ",85209,"MARICOPA","MORT_30_AMI","No Different than the National Rate",14.8,"11.9","18.4",16.5,NA,NA,NA
30122,"BANNER GATEWAY MEDICAL CENTER","GILBERT","AZ",85234,"MARICOPA","MORT_30_AMI","No Different than the National Rate",13.8,"10.4","17.9",NA,NA,NA,NA
30123,"SCOTTSDALE THOMPSON PEAK MEDICAL CENTER","SCOTTSDALE","AZ",85255,"MARICOPA","MORT_30_AMI","No Different than the National Rate",12.8,"9.7","16.4",16.2,"Better Than National","Better Than National","Better Than National"
30130,"BANNER IRONWOOD MEDICAL CENTER","SAN TAN VALLEY","AZ",85140,"PINAL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
30131,"O.A.S.I.S. HOSPITAL","PHOENIX","AZ",85008,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
30132,"FLORENCE HOSPITAL AT ANTHEM, LLC","FLORENCE","AZ",85132,"PINAL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
30134,"BANNER GOLDFIELD MEDICAL CENTER","APACHE JUNCTION","AZ",85120,"PINAL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
30136,"DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL","LAVEEN","AZ",85339,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
30137,"GREEN VALLEY HOSPITAL","GREEN VALLEY","AZ",85614,"PIMA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31300,"WICKENBURG COMMUNITY HOSPITAL","WICKENBURG","AZ",85390,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31301,"BENSON HOSPITAL","BENSON","AZ",85602,"COCHISE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31302,"NORTHERN COCHISE COMMUNITY HOSPITAL","WILLCOX","AZ",85643,"COCHISE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31304,"PAGE HOSPITAL","PAGE","AZ",86040,"COCONINO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31305,"HOPI HEALTH CARE CENTER","POLACCA","AZ",86042,"NAVAJO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31307,"PARKER INDIAN HEALTH CENTER","PARKER","AZ",85344,"LA PAZ","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31308,"HUHU KAM MEMORIAL HOSPITAL","SACATON","AZ",85147,"PINAL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31309,"SAGE MEMORIAL HOSPITAL","GANADO","AZ",86505,"APACHE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31311,"LITTLE COLORADO MEDICAL CENTER","WINSLOW","AZ",86047,"NAVAJO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31312,"COPPER QUEEN COMMUNITY HOSPITAL","BISBEE","AZ",85603,"COCHISE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31313,"HOLY CROSS HOSPITAL","NOGALES","AZ",85621,"SANTA CRUZ","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31314,"COBRE VALLEY REGIONAL MEDICAL CENTER","GLOBE","AZ",85501,"GILA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31315,"WHITE MOUNTAIN REGIONAL MEDICAL CENTER","SPRINGERVILLE","AZ",85938,"APACHE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
31317,"LA PAZ REGIONAL HOSPITAL","PARKER","AZ",85344,"LA PAZ","MORT_30_AMI","No Different than the National Rate",13.2,"10.0","17.3",16.4,"Better Than National",NA,NA
33301,"LOS NINOS HOSPITAL, INC.","PHOENIX","AZ",85016,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
33302,"PHOENIX CHILDREN'S HOSPITAL","PHOENIX","AZ",85016,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
33303,"HACIENDA CHILDREN'S HOSPITAL, INC.","MESA","AZ",85210,"MARICOPA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40001,"SILOAM SPRINGS REGIONAL HOSPITAL","SILOAM SPRINGS","AR",72761,"BENTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40002,"JOHNSON REGIONAL MEDICAL CENTER","CLARKSVILLE","AR",72830,"JOHNSON","MORT_30_AMI","No Different than the National Rate",15,"11.6","19.0",NA,"Worse Than National",NA,NA
40004,"WASHINGTON REGIONAL MEDICAL CENTER","FAYETTEVILLE","AR",72703,"WASHINGTON","MORT_30_AMI","No Different than the National Rate",13.1,"10.6","16.1",16.8,"Better Than National",NA,NA
40007,"CHI-ST VINCENT INFIRMARY","LITTLE ROCK","AR",72205,"PULASKI","MORT_30_AMI","No Different than the National Rate",15.3,"11.9","19.2",16.4,"Worse Than National",NA,NA
40010,"MERCY HOSPITAL NORTHWEST ARKANSAS","ROGERS","AR",72758,"BENTON","MORT_30_AMI","No Different than the National Rate",13.4,"10.7","16.7",16.8,NA,NA,NA
40011,"CHAMBERS MEMORIAL HOSPITAL","DANVILLE","AR",72833,"YELL","MORT_30_AMI","No Different than the National Rate",15.8,"12.2","20.1",NA,"Worse Than National",NA,NA
40014,"WHITE COUNTY MEDICAL CENTER","SEARCY","AR",72143,"WHITE","MORT_30_AMI","No Different than the National Rate",14.6,"11.6","18.4",17.3,NA,NA,NA
40015,"MENA REGIONAL HEALTH SYSTEM","MENA","AR",71953,"POLK","MORT_30_AMI","No Different than the National Rate",15.7,"11.8","20.4",NA,"Worse Than National",NA,NA
40016,"UAMS MEDICAL CENTER","LITTLE ROCK","AR",72205,"PULASKI","MORT_30_AMI","No Different than the National Rate",13.2,"10.2","17.0",18.4,"Better Than National","Worse Than National",NA
40017,"NORTH ARKANSAS REGIONAL MEDICAL CENTER","HARRISON","AR",72601,"BOONE","MORT_30_AMI","No Different than the National Rate",15.3,"12.1","19.5",16.3,"Worse Than National","Better Than National",NA
40018,"SPARKS MEDICAL CENTER - VAN BUREN","VAN BUREN","AR",72956,"CRAWFORD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40019,"FORREST CITY MEDICAL CENTER","FORREST CITY","AR",72335,"SAINT FRANCIS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40020,"ST BERNARDS MEDICAL CENTER","JONESBORO","AR",72401,"CRAIGHEAD","MORT_30_AMI","No Different than the National Rate",14,"11.4","17.1",18.8,NA,"Worse Than National",NA
40022,"NORTHWEST MEDICAL CENTER-SPRINGDALE","SPRINGDALE","AR",72764,"WASHINGTON","MORT_30_AMI","No Different than the National Rate",15.5,"13.0","18.3",19.7,"Worse Than National","Worse Than National","Worse Than National"
40026,"CHI ST. VINCENT HOSPITAL HOT SPRINGS","HOT SPRINGS","AR",71903,"GARLAND","MORT_30_AMI","No Different than the National Rate",15.4,"12.2","19.3",16.4,"Worse Than National",NA,NA
40027,"BAXTER REGIONAL MEDICAL CENTER","MOUNTAIN HOME","AR",72653,"BAXTER","MORT_30_AMI","No Different than the National Rate",16,"13.0","19.3",17.4,"Worse Than National",NA,NA
40029,"CONWAY REGIONAL MEDICAL CENTER","CONWAY","AR",72034,"FAULKNER","MORT_30_AMI","No Different than the National Rate",12.8,"10.1","16.2",15.6,"Better Than National","Better Than National","Better Than National"
40036,"BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK","NORTH LITTLE ROCK","AR",72117,"PULASKI","MORT_30_AMI","No Different than the National Rate",15.8,"13.0","19.0",17.3,"Worse Than National",NA,NA
40039,"ARKANSAS METHODIST MEDICAL CENTER","PARAGOULD","AR",72450,"GREENE","MORT_30_AMI","No Different than the National Rate",16.7,"13.3","20.8",17.4,"Worse Than National",NA,NA
40041,"ST MARYS REGIONAL MEDICAL CENTER","RUSSELLVILLE","AR",72801,"POPE","MORT_30_AMI","No Different than the National Rate",15.5,"12.6","18.6",17.6,"Worse Than National","Worse Than National","Worse Than National"
40047,"FIVE RIVERS MEDICAL CENTER","POCAHONTAS","AR",72455,"RANDOLPH","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40050,"OUACHITA COUNTY MEDICAL CENTER","CAMDEN","AR",71701,"OUACHITA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40051,"DREW MEMORIAL HOSPITAL","MONTICELLO","AR",71655,"DREW","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40055,"SPARKS REGIONAL MEDICAL CENTER","FORT SMITH","AR",72902,"SEBASTIAN","MORT_30_AMI","No Different than the National Rate",14.1,"11.8","16.8",18.5,NA,"Worse Than National",NA
40062,"ST EDWARD MERCY MEDICAL CENTER","FORT SMITH","AR",72917,"SEBASTIAN","MORT_30_AMI","No Different than the National Rate",15,"11.9","18.3",18.2,"Worse Than National","Worse Than National","Worse Than National"
40067,"MAGNOLIA HOSPITAL","MAGNOLIA","AR",71754,"COLUMBIA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40069,"GREAT RIVER MEDICAL CENTER","BLYTHEVILLE","AR",72315,"MISSISSIPPI","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40071,"JEFFERSON REGIONAL MEDICAL CENTER","PINE BLUFF","AR",71603,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",15.8,"12.6","19.4",16.4,"Worse Than National",NA,NA
40072,"BAPTIST HEALTH MEDICAL CENTER-STUTTGART","STUTTGART","AR",72160,"ARKANSAS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40074,"NORTH METRO MEDICAL CENTER","JACKSONVILLE","AR",72076,"PULASKI","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40076,"BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY","MALVERN","AR",72104,"HOT SPRING","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40078,"NATIONAL PARK MEDICAL CENTER","HOT SPRINGS","AR",71901,"GARLAND","MORT_30_AMI","No Different than the National Rate",14.3,"10.9","18.4",17.9,NA,"Worse Than National",NA
40080,"UNITY HEALTH HARRIS MEDICAL CENTER","NEWPORT","AR",72112,"JACKSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40084,"SALINE MEMORIAL HOSPITAL","BENTON","AR",72015,"SALINE","MORT_30_AMI","No Different than the National Rate",14.3,"11.2","18.1",17.1,NA,NA,NA
40085,"HELENA REGIONAL MEDICAL CENTER","HELENA","AR",72342,"PHILLIPS","MORT_30_AMI","No Different than the National Rate",13.6,"10.1","17.9",NA,NA,NA,NA
40088,"MEDICAL CENTER SOUTH ARKANSAS","EL DORADO","AR",71731,"UNION","MORT_30_AMI","No Different than the National Rate",13.8,"10.6","17.6",16.7,NA,NA,NA
40114,"BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","LITTLE ROCK","AR",72205,"PULASKI","MORT_30_AMI","No Different than the National Rate",14.3,"11.7","17.1",16,NA,"Better Than National",NA
40118,"NEA BAPTIST MEMORIAL HOSPITAL","JONESBORO","AR",72401,"CRAIGHEAD","MORT_30_AMI","No Different than the National Rate",13.6,"10.7","17.2",16.5,NA,NA,NA
40119,"WHITE RIVER MEDICAL CENTER","BATESVILLE","AR",72503,"INDEPENDENCE","MORT_30_AMI","No Different than the National Rate",15.8,"12.6","19.2",19.3,"Worse Than National","Worse Than National","Worse Than National"
40132,"LEVI HOSPITAL","HOT SPRINGS","AR",71901,"GARLAND","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40134,"ARKANSAS HEART HOSPITAL, LLC","LITTLE ROCK","AR",72211,"PULASKI","MORT_30_AMI","No Different than the National Rate",11.8,"9.3","14.6",16.7,"Better Than National",NA,NA
40137,"ST VINCENT MEDICAL CENTER/NORTH","SHERWOOD","AR",72120,"PULASKI","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40147,"ARKANSAS SURGICAL HOSPITAL","NO LITTLE ROCK","AR",72118,"PULASKI","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40152,"NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL","FAYETTEVILLE","AR",72703,"WASHINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
40153,"WADLEY REGIONAL MEDICAL CENTER AT HOPE","HOPE","AR",71801,"HEMPSTEAD","MORT_30_AMI","No Different than the National Rate",14.1,"10.8","18.1",NA,NA,NA,NA
41300,"NORTH LOGAN MERCY HOSPITAL","PARIS","AR",72855,"LOGAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41302,"RIVER VALLEY MEDICAL CENTER","DARDANELLE","AR",72834,"YELL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41303,"MERCY HOSPITAL TURNER MEMORIAL","OZARK","AR",72949,"FRANKLIN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41304,"EUREKA SPRINGS HOSPITAL, LLC","EUREKA SPRINGS","AR",72632,"CARROLL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41305,"MERCY HOSPITAL WALDRON","WALDRON","AR",72958,"SCOTT","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41306,"COMMUNITY MEDICAL CENTER IZARD COUNTY","CALICO ROCK","AR",72519,"IZARD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41307,"CROSSRIDGE COMMUNITY HOSPITAL","WYNNE","AR",72396,"CROSS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41308,"MCGEHEE HOSPITAL","MCGEHEE","AR",71654,"DESHA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41309,"LAWRENCE MEMORIAL HOSPITAL","WALNUT RIDGE","AR",72476,"LAWRENCE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41310,"STONE COUNTY MEDICAL CENTER","MOUNTAIN VIEW","AR",72560,"STONE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41311,"HOWARD MEMORIAL HOSPITAL","NASHVILLE","AR",71852,"HOWARD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41312,"BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS","HEBER SPRINGS","AR",72543,"CLEBURNE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41313,"OZARK HEALTH","CLINTON","AR",72031,"VAN BUREN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41314,"DEWITT HOSPITAL & NURSING HOME, INC","DE WITT","AR",72042,"ARKANSAS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41316,"SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER","OSCEOLA","AR",72370,"MISSISSIPPI","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41317,"DALLAS COUNTY MEDICAL CENTER","FORDYCE","AR",71742,"DALLAS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41318,"MERCY HOSPITAL BOONEVILLE","BOONEVILLE","AR",72927,"LOGAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41319,"DE QUEEN MEDICAL CENTER, INC","DE QUEEN","AR",71832,"SEVIER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41320,"LITTLE RIVER MEMORIAL HOSPITAL","ASHDOWN","AR",71822,"LITTLE RIVER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41321,"BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA","ARKADELPHIA","AR",71923,"CLARK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41322,"FULTON COUNTY HOSPITAL","SALEM","AR",72576,"FULTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41323,"ASHLEY COUNTY MEDICAL CENTER","CROSSETT","AR",71635,"ASHLEY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41324,"CHI ST VINCENT MORRILTON","MORRILTON","AR",72110,"CONWAY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41326,"DELTA MEMORIAL HOSPITAL","DUMAS","AR",71639,"DESHA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41327,"BRADLEY COUNTY MEDICAL CENTER","WARREN","AR",71671,"BRADLEY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41328,"CHICOT MEMORIAL MEDICAL CENTER","LAKE VILLAGE","AR",71653,"CHICOT","MORT_30_AMI","No Different than the National Rate",15.7,"12.2","20.1",NA,"Worse Than National",NA,NA
41329,"MERCY HOSPITAL BERRYVILLE","BERRYVILLE","AR",72616,"CARROLL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41330,"PIGGOTT COMMUNITY HOSPITAL","PIGGOTT","AR",72454,"CLAY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
41331,"OZARKS COMMUNITY HOSPITAL OF GRAVETTE","GRAVETTE","AR",72736,"BENTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
43300,"ARKANSAS CHILDREN'S HOSPITAL","LITTLE ROCK","AR",72202,"PULASKI","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
50002,"ST ROSE HOSPITAL","HAYWARD","CA",94545,"ALAMEDA","MORT_30_AMI","No Different than the National Rate",13.3,"10.6","16.5",18.6,"Better Than National","Worse Than National",NA
50006,"ST JOSEPH HOSPITAL","EUREKA","CA",95501,"HUMBOLDT","MORT_30_AMI","No Different than the National Rate",13.7,"11.1","16.8",15.8,NA,"Better Than National",NA
50007,"MILLS-PENINSULA MEDICAL CENTER","BURLINGAME","CA",94010,"SAN MATEO","MORT_30_AMI","No Different than the National Rate",13.1,"10.5","16.3",15.5,"Better Than National","Better Than National","Better Than National"
50008,"CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","SAN FRANCISCO","CA",94117,"SAN FRANCISCO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
50009,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","CA",94558,"NAPA","MORT_30_AMI","No Different than the National Rate",14.4,"11.7","17.7",17.8,NA,"Worse Than National",NA
50013,"ST HELENA HOSPITAL","SAINT HELENA","CA",94574,"NAPA","MORT_30_AMI","No Different than the National Rate",13.7,"10.7","17.3",17.6,NA,"Worse Than National",NA
50014,"SUTTER AMADOR HOSPITAL","JACKSON","CA",95642,"AMADOR","MORT_30_AMI","No Different than the National Rate",15.9,"12.4","20.2",16,"Worse Than National","Better Than National",NA
50017,"MERCY GENERAL HOSPITAL","SACRAMENTO","CA",95819,"SACRAMENTO","MORT_30_AMI","No Different than the National Rate",13.2,"10.9","16.0",17.3,"Better Than National",NA,NA
50018,"PACIFIC ALLIANCE MEDICAL CENTER","LOS ANGELES","CA",90012,"LOS ANGELES","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
50022,"RIVERSIDE COMMUNITY HOSPITAL","RIVERSIDE","CA",92501,"RIVERSIDE","MORT_30_AMI","No Different than the National Rate",15.2,"12.6","18.1",17.7,"Worse Than National","Worse Than National","Worse Than National"
50024,"PARADISE VALLEY HOSPITAL","NATIONAL CITY","CA",91950,"SAN DIEGO","MORT_30_AMI","No Different than the National Rate",13.1,"10.3","16.3",17.5,"Better Than National","Worse Than National",NA
50025,"UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER","SAN DIEGO","CA",92103,"SAN DIEGO","MORT_30_AMI","No Different than the National Rate",12.4,"9.7","15.3",15.7,"Better Than National","Better Than National","Better Than National"
50026,"GROSSMONT HOSPITAL","LA MESA","CA",91942,"SAN DIEGO","MORT_30_AMI","No Different than the National Rate",14.5,"11.7","17.8",15.9,NA,"Better Than National",NA
50028,"MAD RIVER COMMUNITY HOSPITAL","ARCATA","CA",95521,"HUMBOLDT","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
50030,"OROVILLE HOSPITAL","OROVILLE","CA",95966,"BUTTE","MORT_30_AMI","No Different than the National Rate",11.6,"9.2","14.5",17.6,"Better Than National","Worse Than National",NA
50036,"BAKERSFIELD MEMORIAL HOSPITAL","BAKERSFIELD","CA",93301,"KERN","MORT_30_AMI","No Different than the National Rate",15.2,"12.3","18.7",16.8,"Worse Than National",NA,NA
50038,"SANTA CLARA VALLEY MEDICAL CENTER","SAN JOSE","CA",95128,"SANTA CLARA","MORT_30_AMI","No Different than the National Rate",14,"10.6","18.1",17.3,NA,NA,NA
50039,"ENLOE MEDICAL CENTER","CHICO","CA",95926,"BUTTE","MORT_30_AMI","No Different than the National Rate",14.8,"12.3","17.5",17.2,NA,NA,NA
50040,"LAC/OLIVE VIEW-UCLA MEDICAL CENTER","SYLMAR","CA",91342,"LOS ANGELES","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
50042,"ST ELIZABETH COMMUNITY HOSPITAL","RED BLUFF","CA",96080,"TEHAMA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
50043,"ALTA BATES SUMMIT MEDICAL CENTER","OAKLAND","CA",94609,"ALAMEDA","MORT_30_AMI","No Different than the National Rate",12.5,"10.1","15.4",18.1,"Better Than National","Worse Than National",NA
